0,0,39.984688,116.318385,20
1,0,39.984563,116.317517,40
2,0,39.984586,116.316716,60
3,0,39.984516,116.315963,80
4,0,39.984538,116.315148,100
5,0,39.984485,116.314426,120
6,0,39.984501,116.313659,140
7,0,39.984655,116.313724,160
8,0,39.984696,116.312921,180
9,0,39.984641,116.312123,200
10,0,39.984647,116.31138,220
11,0,39.984656,116.31066,240
12,0,39.984696,116.309937,260
13,0,39.984525,116.309503,280
14,0,39.98447,116.308827,300
15,0,39.984499,116.308201,320
16,0,39.984472,116.307687,340
17,0,39.984428,116.307126,360
18,0,39.984462,116.306486,380
19,0,39.984412,116.305682,400
20,0,39.984356,116.304909,420
21,0,39.984349,116.304083,440
22,0,39.984342,116.303444,460
23,1,39.984094,116.319236,65
24,1,39.984674,116.31981,88
25,1,39.984579,116.319769,108
26,1,39.984959,116.319969,123
27,1,39.984529,116.320573,146
28,1,39.984238,116.320844,168
29,1,39.984266,116.320876,183
30,1,39.984334,116.320914,203
31,1,39.983724,116.321005,225
32,1,39.983212,116.321099,240
33,1,39.982478,116.321214,262
34,1,39.98198,116.321244,282
35,1,39.981252,116.321314,300
36,1,39.980584,116.321342,322
37,1,39.979886,116.321473,345
38,1,39.979713,116.321616,362
39,1,39.979699,116.321901,383
40,1,39.979642,116.322218,403
41,2,39.927938,116.338967,83
42,2,39.926516,116.338048,114
43,2,39.926498,116.33814,124
44,2,39.926525,116.338079,144
45,2,39.926389,116.338056,164
46,2,39.92638,116.338072,184
47,2,39.926381,116.338086,204
48,2,39.926445,116.338119,224
49,2,39.926439,116.338121,244
50,2,39.926479,116.338241,264
51,2,39.926476,116.338407,284
52,2,39.926553,116.338523,302
53,2,39.92659,116.338617,324
54,2,39.926667,116.338865,344
55,2,39.926668,116.338972,362
56,2,39.926746,116.339127,384
57,2,39.92672,116.339115,404
58,2,39.926791,116.339323,423
59,2,39.926822,116.339334,443
60,2,39.926886,116.339397,463
61,2,39.926949,116.339606,483
62,2,39.927013,116.339826,507
63,3,39.999844,116.326752,54
64,3,39.999915,116.326672,64
65,3,40.000154,116.327165,84
66,3,40.000245,116.327159,104
67,3,40.000367,116.327012,124
68,3,40.000556,116.327212,144
69,3,40.00169,116.328191,164
70,3,40.003185,116.328169,184
71,3,40.004505,116.327984,204
72,3,40.005844,116.327956,224
73,3,40.006993,116.327792,244
74,3,40.008032,116.327297,264
75,3,40.007871,116.3249,284
76,3,40.007757,116.322558,304
77,3,40.007961,116.321105,324
78,3,40.007444,116.320707,344
79,3,40.007729,116.319868,364
80,3,40.007866,116.319855,384
81,3,40.00796,116.319813,404
82,3,40.00796,116.319781,424
83,3,40.007757,116.319537,454
84,3,40.007773,116.319064,474
85,3,40.0078,116.319081,484
86,3,40.007791,116.319075,504
87,4,39.999974,116.327149,52
88,4,40.000008,116.327135,63
89,4,40.000132,116.327086,83
90,4,40.000185,116.327102,103
91,4,39.999963,116.327009,123
92,4,40.000888,116.326946,143
93,4,40.001439,116.327987,163
94,4,40.002902,116.328046,183
95,4,40.00405,116.327932,203
96,4,40.005344,116.327934,223
97,4,40.006812,116.327695,243
